filename,subject_id,image_num,status,num_faces,det_score,bbox,aligned_path
1-01.jpg,1,1,ok,1,0.8125,161.1 112.4 333.1 361.2,data/processed/aligned/1-01.jpg
1-02.jpg,1,2,ok,1,0.8356,175.8 115.8 379.1 375.0,data/processed/aligned/1-02.jpg
1-03.jpg,1,3,ok,1,0.8461,200.2 108.2 400.8 366.5,data/processed/aligned/1-03.jpg
1-04.jpg,1,4,ok,1,0.8701,207.5 110.1 411.8 362.7,data/processed/aligned/1-04.jpg
1-05.jpg,1,5,ok,1,0.8893,211.0 108.5 417.7 354.2,data/processed/aligned/1-05.jpg
1-06.jpg,1,6,ok,1,0.8642,230.9 110.2 434.8 355.7,data/processed/aligned/1-06.jpg
1-07.jpg,1,7,ok,1,0.8614,253.8 119.7 455.2 373.8,data/processed/aligned/1-07.jpg
1-08.jpg,1,8,ok,1,0.8486,254.9 114.1 453.4 361.6,data/processed/aligned/1-08.jpg
1-09.jpg,1,9,ok,1,0.8294,276.2 114.1 468.2 358.0,data/processed/aligned/1-09.jpg
1-10.jpg,1,10,ok,1,0.7632,309.5 120.7 485.8 368.6,data/processed/aligned/1-10.jpg
1-11.jpg,1,11,ok,1,0.8999,218.4 102.1 423.5 350.0,data/processed/aligned/1-11.jpg
1-12.jpg,1,12,ok,1,0.897,215.7 103.1 421.9 352.1,data/processed/aligned/1-12.jpg
1-13.jpg,1,13,ok,1,0.8974,216.6 102.0 421.3 348.8,data/processed/aligned/1-13.jpg
1-14.jpg,1,14,ok,1,0.8869,217.7 103.6 423.4 349.9,data/processed/aligned/1-14.jpg
10-01.jpg,10,1,ok,1,0.7879,179.5 119.1 341.3 362.4,data/processed/aligned/10-01.jpg
10-02.jpg,10,2,ok,1,0.848,216.7 117.5 402.5 371.3,data/processed/aligned/10-02.jpg
10-03.jpg,10,3,ok,1,0.8414,211.5 110.5 397.3 365.1,data/processed/aligned/10-03.jpg
10-04.jpg,10,4,ok,1,0.8834,213.5 110.5 407.2 363.1,data/processed/aligned/10-04.jpg
10-05.jpg,10,5,ok,1,0.883,224.1 115.7 416.8 367.3,data/processed/aligned/10-05.jpg
10-06.jpg,10,6,ok,1,0.8668,237.2 115.9 429.1 369.0,data/processed/aligned/10-06.jpg
10-07.jpg,10,7,ok,1,0.8502,251.0 110.3 442.3 369.2,data/processed/aligned/10-07.jpg
10-08.jpg,10,8,ok,1,0.8412,238.0 107.3 427.6 364.4,data/processed/aligned/10-08.jpg
10-09.jpg,10,9,ok,1,0.8372,269.8 110.3 457.3 376.4,data/processed/aligned/10-09.jpg
10-10.jpg,10,10,ok,1,0.7545,325.1 104.8 471.9 367.1,data/processed/aligned/10-10.jpg
10-11.jpg,10,11,ok,1,0.8943,227.9 115.4 426.5 372.3,data/processed/aligned/10-11.jpg
10-12.jpg,10,12,ok,1,0.8965,229.7 115.7 426.0 374.9,data/processed/aligned/10-12.jpg
10-13.jpg,10,13,ok,1,0.8914,229.9 114.8 428.4 373.0,data/processed/aligned/10-13.jpg
10-14.jpg,10,14,ok,1,0.9017,229.1 119.8 427.1 374.5,data/processed/aligned/10-14.jpg
100-01.jpg,100,1,ok,1,0.841,184.6 73.0 348.1 315.9,data/processed/aligned/100-01.jpg
100-02.jpg,100,2,ok,1,0.8783,196.3 77.1 367.8 321.7,data/processed/aligned/100-02.jpg
100-03.jpg,100,3,ok,1,0.8839,204.2 81.5 382.2 328.0,data/processed/aligned/100-03.jpg
100-04.jpg,100,4,ok,1,0.8984,204.4 76.0 386.5 322.9,data/processed/aligned/100-04.jpg
100-05.jpg,100,5,ok,1,0.8959,207.2 77.4 387.5 320.0,data/processed/aligned/100-05.jpg
100-06.jpg,100,6,ok,1,0.8618,214.3 84.4 389.3 327.2,data/processed/aligned/100-06.jpg
100-07.jpg,100,7,ok,1,0.8881,227.1 85.7 399.5 332.1,data/processed/aligned/100-07.jpg
100-08.jpg,100,8,ok,1,0.8604,248.4 85.4 413.6 330.0,data/processed/aligned/100-08.jpg
100-09.jpg,100,9,ok,1,0.8552,270.7 81.8 427.4 325.8,data/processed/aligned/100-09.jpg
100-10.jpg,100,10,ok,1,0.8212,302.5 77.3 451.2 319.5,data/processed/aligned/100-10.jpg
100-11.jpg,100,11,ok,1,0.8683,243.8 86.0 424.0 329.9,data/processed/aligned/100-11.jpg
100-12.jpg,100,12,ok,1,0.879,242.9 81.5 419.2 332.9,data/processed/aligned/100-12.jpg
100-13.jpg,100,13,ok,1,0.8874,220.0 83.2 399.0 325.4,data/processed/aligned/100-13.jpg
100-14.jpg,100,14,ok,1,0.8894,226.5 79.6 404.6 324.5,data/processed/aligned/100-14.jpg
101-01.jpg,101,1,ok,1,0.8553,190.5 56.8 365.5 315.8,data/processed/aligned/101-01.jpg
101-02.jpg,101,2,ok,1,0.8958,221.1 60.0 401.3 317.2,data/processed/aligned/101-02.jpg
101-03.jpg,101,3,ok,1,0.9204,226.7 56.8 415.4 318.8,data/processed/aligned/101-03.jpg
101-04.jpg,101,4,ok,1,0.9194,229.8 59.7 420.6 323.1,data/processed/aligned/101-04.jpg
101-05.jpg,101,5,ok,1,0.9202,228.8 58.7 419.0 321.2,data/processed/aligned/101-05.jpg
101-06.jpg,101,6,ok,1,0.9138,224.7 56.6 417.4 319.4,data/processed/aligned/101-06.jpg
101-07.jpg,101,7,ok,1,0.8937,233.5 61.1 425.0 326.5,data/processed/aligned/101-07.jpg
101-08.jpg,101,8,ok,1,0.8759,237.7 58.5 427.2 323.9,data/processed/aligned/101-08.jpg
101-09.jpg,101,9,ok,1,0.8565,267.8 54.6 451.7 314.1,data/processed/aligned/101-09.jpg
101-10.jpg,101,10,ok,1,0.817,279.4 54.9 456.8 309.8,data/processed/aligned/101-10.jpg
101-11.jpg,101,11,ok,1,0.9044,237.8 51.0 430.5 320.3,data/processed/aligned/101-11.jpg
101-12.jpg,101,12,ok,1,0.9068,243.2 47.5 433.6 321.3,data/processed/aligned/101-12.jpg
101-13.jpg,101,13,ok,1,0.8986,242.4 52.2 431.4 317.8,data/processed/aligned/101-13.jpg
101-14.jpg,101,14,ok,1,0.8847,243.3 48.3 431.9 315.6,data/processed/aligned/101-14.jpg
102-01.jpg,102,1,ok,1,0.8035,217.7 86.8 375.7 318.7,data/processed/aligned/102-01.jpg
102-02.jpg,102,2,ok,1,0.8531,244.0 84.3 412.6 324.2,data/processed/aligned/102-02.jpg
102-03.jpg,102,3,ok,1,0.8667,234.0 85.5 407.5 328.9,data/processed/aligned/102-03.jpg
102-04.jpg,102,4,ok,1,0.8709,239.3 86.3 410.7 327.8,data/processed/aligned/102-04.jpg
102-05.jpg,102,5,ok,1,0.8713,240.6 87.6 411.7 326.2,data/processed/aligned/102-05.jpg
102-06.jpg,102,6,ok,1,0.8731,268.5 90.6 440.8 330.5,data/processed/aligned/102-06.jpg
102-07.jpg,102,7,ok,1,0.8603,275.0 89.2 448.2 330.4,data/processed/aligned/102-07.jpg
102-08.jpg,102,8,ok,1,0.8549,272.9 89.2 441.4 329.5,data/processed/aligned/102-08.jpg
102-09.jpg,102,9,ok,1,0.8278,300.4 87.5 465.5 326.3,data/processed/aligned/102-09.jpg
102-10.jpg,102,10,ok,1,0.7738,324.5 89.8 491.3 327.0,data/processed/aligned/102-10.jpg
102-11.jpg,102,11,ok,1,0.8845,247.7 97.0 415.8 336.8,data/processed/aligned/102-11.jpg
102-12.jpg,102,12,ok,1,0.8946,252.1 92.1 424.0 341.3,data/processed/aligned/102-12.jpg
102-13.jpg,102,13,ok,1,0.8768,244.5 92.1 412.9 331.4,data/processed/aligned/102-13.jpg
102-14.jpg,102,14,ok,1,0.8722,240.7 96.3 408.1 337.2,data/processed/aligned/102-14.jpg
103-01.jpg,103,1,ok,1,0.8151,187.4 124.5 356.7 374.3,data/processed/aligned/103-01.jpg
103-02.jpg,103,2,ok,1,0.8675,213.2 128.1 396.0 376.1,data/processed/aligned/103-02.jpg
103-03.jpg,103,3,ok,1,0.8592,217.5 143.1 392.4 384.7,data/processed/aligned/103-03.jpg
103-04.jpg,103,4,ok,1,0.8863,229.6 143.2 417.8 400.2,data/processed/aligned/103-04.jpg
103-05.jpg,103,5,ok,1,0.9083,231.5 135.9 420.7 390.9,data/processed/aligned/103-05.jpg
103-06.jpg,103,6,ok,1,0.8864,243.0 131.2 432.8 391.4,data/processed/aligned/103-06.jpg
103-07.jpg,103,7,ok,1,0.8871,234.3 128.7 425.1 386.8,data/processed/aligned/103-07.jpg
103-08.jpg,103,8,ok,1,0.8821,248.6 127.2 438.5 396.5,data/processed/aligned/103-08.jpg
103-09.jpg,103,9,ok,1,0.867,262.8 120.1 450.0 379.0,data/processed/aligned/103-09.jpg
103-10.jpg,103,10,ok,1,0.7912,317.6 118.5 487.4 366.1,data/processed/aligned/103-10.jpg
103-11.jpg,103,11,ok,1,0.8904,240.2 134.7 430.1 391.3,data/processed/aligned/103-11.jpg
103-12.jpg,103,12,ok,1,0.8935,241.5 131.5 433.0 392.1,data/processed/aligned/103-12.jpg
103-13.jpg,103,13,ok,1,0.8941,241.8 133.7 429.6 389.8,data/processed/aligned/103-13.jpg
103-14.jpg,103,14,ok,1,0.8973,235.4 134.2 419.3 393.9,data/processed/aligned/103-14.jpg
104-01.jpg,104,1,ok,1,0.8949,205.4 90.0 390.9 357.3,data/processed/aligned/104-01.jpg
104-02.jpg,104,2,ok,1,0.912,228.4 93.5 417.8 366.6,data/processed/aligned/104-02.jpg
104-03.jpg,104,3,ok,1,0.9043,257.2 75.2 442.3 330.1,data/processed/aligned/104-03.jpg
104-04.jpg,104,4,ok,1,0.8753,247.3 76.8 434.1 335.4,data/processed/aligned/104-04.jpg
104-05.jpg,104,5,ok,1,0.8963,261.6 83.4 448.8 339.2,data/processed/aligned/104-05.jpg
104-06.jpg,104,6,ok,1,0.9025,238.8 85.9 427.2 345.3,data/processed/aligned/104-06.jpg
104-07.jpg,104,7,ok,1,0.9055,236.1 98.0 424.8 358.4,data/processed/aligned/104-07.jpg
104-08.jpg,104,8,ok,1,0.8965,236.8 99.3 422.6 362.2,data/processed/aligned/104-08.jpg
104-09.jpg,104,9,ok,1,0.8903,247.7 100.0 430.9 361.9,data/processed/aligned/104-09.jpg
104-10.jpg,104,10,ok,1,0.8192,324.7 94.3 480.4 356.6,data/processed/aligned/104-10.jpg
104-11.jpg,104,11,ok,1,0.9136,225.8 95.7 415.0 355.7,data/processed/aligned/104-11.jpg
104-12.jpg,104,12,ok,1,0.9124,218.0 99.7 407.9 363.0,data/processed/aligned/104-12.jpg
104-13.jpg,104,13,ok,1,0.9145,217.0 95.8 408.5 357.4,data/processed/aligned/104-13.jpg
104-14.jpg,104,14,ok,1,0.9143,234.4 88.6 420.8 354.3,data/processed/aligned/104-14.jpg
105-01.jpg,105,1,ok,1,0.8046,165.8 82.2 319.1 356.0,data/processed/aligned/105-01.jpg
105-02.jpg,105,2,ok,1,0.8407,219.4 96.6 398.3 371.8,data/processed/aligned/105-02.jpg
105-03.jpg,105,3,ok,1,0.8803,228.4 97.1 418.3 378.8,data/processed/aligned/105-03.jpg
105-04.jpg,105,4,ok,1,0.874,240.0 98.4 431.6 369.6,data/processed/aligned/105-04.jpg
105-05.jpg,105,5,ok,1,0.9042,245.8 96.1 441.4 367.9,data/processed/aligned/105-05.jpg
105-06.jpg,105,6,ok,1,0.8783,259.8 103.9 454.6 374.2,data/processed/aligned/105-06.jpg
