filename,subject_id,image_num,status,yaw,pitch,roll,abs_yaw,pose_bin,det_score
1-01.jpg,1,1,ok,-76.32,-17.77,17.09,76.32,profile,0.8125
1-02.jpg,1,2,ok,-49.22,-1.5,4.06,49.22,half-profile,0.8356
1-03.jpg,1,3,ok,-35.56,0.95,2.49,35.56,half-profile,0.8461
1-04.jpg,1,4,ok,-28.2,1.63,2.5,28.2,half-profile,0.8701
1-05.jpg,1,5,ok,-7.93,2.48,1.82,7.93,frontal,0.8893
1-06.jpg,1,6,ok,14.81,1.61,-0.83,14.81,frontal,0.8642
1-07.jpg,1,7,ok,37.72,-0.5,-0.36,37.72,half-profile,0.8614
1-08.jpg,1,8,ok,42.88,0.15,-1.62,42.88,half-profile,0.8486
1-09.jpg,1,9,ok,54.52,-0.9,-3.18,54.52,half-profile,0.8294
1-10.jpg,1,10,ok,80.86,-21.65,-18.34,80.86,profile,0.7632
1-11.jpg,1,11,ok,4.07,3.0,0.15,4.07,frontal,0.8999
1-12.jpg,1,12,ok,1.95,3.25,-0.69,1.95,frontal,0.897
1-13.jpg,1,13,ok,2.85,4.19,-0.49,2.85,frontal,0.8974
1-14.jpg,1,14,ok,3.06,4.64,-0.17,3.06,frontal,0.8869
10-01.jpg,10,1,ok,-63.1,-13.38,9.86,63.1,profile,0.7879
10-02.jpg,10,2,ok,-35.39,-8.33,3.82,35.39,half-profile,0.848
10-03.jpg,10,3,ok,-27.71,-5.25,0.42,27.71,half-profile,0.8414
10-04.jpg,10,4,ok,-16.05,-4.22,1.3,16.05,frontal,0.8834
10-05.jpg,10,5,ok,-5.55,-2.96,1.08,5.55,frontal,0.883
10-06.jpg,10,6,ok,14.35,-3.47,1.99,14.35,frontal,0.8668
10-07.jpg,10,7,ok,30.09,-3.45,-0.45,30.09,half-profile,0.8502
10-08.jpg,10,8,ok,30.43,-5.2,-2.38,30.43,half-profile,0.8412
10-09.jpg,10,9,ok,44.0,-3.47,-1.02,44.0,half-profile,0.8372
10-10.jpg,10,10,ok,82.0,49.27,51.81,82.0,profile,0.7545
10-11.jpg,10,11,ok,4.52,-2.84,1.24,4.52,frontal,0.8943
10-12.jpg,10,12,ok,3.46,-1.15,2.2,3.46,frontal,0.8965
10-13.jpg,10,13,ok,3.24,-2.33,0.8,3.24,frontal,0.8914
10-14.jpg,10,14,ok,3.75,-3.27,0.73,3.75,frontal,0.9017
100-01.jpg,100,1,ok,-57.53,1.82,0.25,57.53,half-profile,0.841
100-02.jpg,100,2,ok,-39.22,4.02,-3.59,39.22,half-profile,0.8783
100-03.jpg,100,3,ok,-29.31,2.15,-2.8,29.31,half-profile,0.8839
100-04.jpg,100,4,ok,-17.14,3.05,-1.3,17.14,frontal,0.8984
100-05.jpg,100,5,ok,-8.93,3.58,-1.83,8.93,frontal,0.8959
100-06.jpg,100,6,ok,5.23,0.91,-1.36,5.23,frontal,0.8618
100-07.jpg,100,7,ok,11.86,-1.42,-2.05,11.86,frontal,0.8881
100-08.jpg,100,8,ok,21.79,-1.92,-2.26,21.79,half-profile,0.8604
100-09.jpg,100,9,ok,34.2,-0.51,-2.89,34.2,half-profile,0.8552
100-10.jpg,100,10,ok,58.1,0.57,-3.04,58.1,half-profile,0.8212
100-11.jpg,100,11,ok,-4.03,-1.13,0.5,4.03,frontal,0.8683
100-12.jpg,100,12,ok,-0.36,0.25,0.48,0.36,frontal,0.879
100-13.jpg,100,13,ok,-3.51,1.79,-1.35,3.51,frontal,0.8874
100-14.jpg,100,14,ok,-2.87,-0.13,-0.57,2.87,frontal,0.8894
101-01.jpg,101,1,ok,-62.07,9.55,-0.84,62.07,profile,0.8553
101-02.jpg,101,2,ok,-43.02,8.09,1.33,43.02,half-profile,0.8958
101-03.jpg,101,3,ok,-26.4,7.67,0.58,26.4,half-profile,0.9204
101-04.jpg,101,4,ok,-20.83,6.44,1.75,20.83,half-profile,0.9194
101-05.jpg,101,5,ok,-8.8,5.28,1.69,8.8,frontal,0.9202
101-06.jpg,101,6,ok,16.26,8.55,3.53,16.26,frontal,0.9138
101-07.jpg,101,7,ok,26.92,8.01,4.66,26.92,half-profile,0.8937
101-08.jpg,101,8,ok,37.12,9.88,6.15,37.12,half-profile,0.8759
101-09.jpg,101,9,ok,49.66,13.02,7.43,49.66,half-profile,0.8565
101-10.jpg,101,10,ok,69.46,17.97,8.34,69.46,profile,0.817
101-11.jpg,101,11,ok,2.95,7.21,2.45,2.95,frontal,0.9044
101-12.jpg,101,12,ok,0.68,8.23,3.58,0.68,frontal,0.9068
101-13.jpg,101,13,ok,2.15,7.93,3.69,2.15,frontal,0.8986
101-14.jpg,101,14,ok,2.63,6.59,3.48,2.63,frontal,0.8847
102-01.jpg,102,1,ok,-65.0,6.06,-7.42,65.0,profile,0.8035
102-02.jpg,102,2,ok,-37.91,-3.04,5.14,37.91,half-profile,0.8531
102-03.jpg,102,3,ok,-22.14,-3.46,3.45,22.14,half-profile,0.8667
102-04.jpg,102,4,ok,-14.8,-4.11,6.14,14.8,frontal,0.8709
102-05.jpg,102,5,ok,-9.75,-4.0,3.82,9.75,frontal,0.8713
102-06.jpg,102,6,ok,14.51,-2.58,4.13,14.51,frontal,0.8731
102-07.jpg,102,7,ok,29.3,2.57,9.05,29.3,half-profile,0.8603
102-08.jpg,102,8,ok,32.43,2.68,5.18,32.43,half-profile,0.8549
102-09.jpg,102,9,ok,48.67,10.47,10.66,48.67,half-profile,0.8278
102-10.jpg,102,10,ok,73.58,36.3,36.31,73.58,profile,0.7738
102-11.jpg,102,11,ok,3.3,-4.45,3.5,3.3,frontal,0.8845
102-12.jpg,102,12,ok,3.27,-2.74,8.82,3.27,frontal,0.8946
102-13.jpg,102,13,ok,2.65,-4.13,5.06,2.65,frontal,0.8768
102-14.jpg,102,14,ok,2.02,-3.69,4.44,2.02,frontal,0.8722
103-01.jpg,103,1,ok,-74.45,4.59,-1.02,74.45,profile,0.8151
103-02.jpg,103,2,ok,-46.25,4.66,1.68,46.25,half-profile,0.8675
103-03.jpg,103,3,ok,-37.85,0.47,1.71,37.85,half-profile,0.8592
103-04.jpg,103,4,ok,-30.28,-1.09,2.95,30.28,half-profile,0.8863
103-05.jpg,103,5,ok,-10.82,-2.32,2.38,10.82,frontal,0.9083
103-06.jpg,103,6,ok,11.06,-2.75,1.72,11.06,frontal,0.8864
103-07.jpg,103,7,ok,30.73,0.94,1.87,30.73,half-profile,0.8871
103-08.jpg,103,8,ok,39.09,-2.96,0.59,39.09,half-profile,0.8821
103-09.jpg,103,9,ok,42.68,-2.27,-1.49,42.68,half-profile,0.867
103-10.jpg,103,10,ok,76.75,10.27,9.27,76.75,profile,0.7912
103-11.jpg,103,11,ok,2.61,-5.44,1.72,2.61,frontal,0.8904
103-12.jpg,103,12,ok,5.65,-5.27,2.74,5.65,frontal,0.8935
103-13.jpg,103,13,ok,1.01,-4.0,2.1,1.01,frontal,0.8941
103-14.jpg,103,14,ok,2.64,-4.11,1.97,2.64,frontal,0.8973
104-01.jpg,104,1,ok,-59.7,5.49,-8.46,59.7,half-profile,0.8949
104-02.jpg,104,2,ok,-44.25,1.05,-4.89,44.25,half-profile,0.912
104-03.jpg,104,3,ok,-16.0,-2.2,3.51,16.0,frontal,0.9043
104-04.jpg,104,4,ok,-21.91,-2.38,1.01,21.91,half-profile,0.8753
104-05.jpg,104,5,ok,-9.27,-4.68,4.86,9.27,frontal,0.8963
104-06.jpg,104,6,ok,9.8,-1.27,3.65,9.8,frontal,0.9025
104-07.jpg,104,7,ok,18.43,-1.55,6.38,18.43,frontal,0.9055
104-08.jpg,104,8,ok,23.17,-0.43,7.83,23.17,half-profile,0.8965
104-09.jpg,104,9,ok,30.0,1.94,9.64,30.0,half-profile,0.8903
104-10.jpg,104,10,ok,62.84,13.29,16.08,62.84,profile,0.8192
104-11.jpg,104,11,ok,11.27,-0.99,3.11,11.27,frontal,0.9136
104-12.jpg,104,12,ok,7.09,-4.55,0.56,7.09,frontal,0.9124
104-13.jpg,104,13,ok,0.67,-4.02,-0.67,0.67,frontal,0.9145
104-14.jpg,104,14,ok,-2.17,-2.72,1.22,2.17,frontal,0.9143
105-01.jpg,105,1,ok,-66.94,1.13,-6.54,66.94,profile,0.8046
105-02.jpg,105,2,ok,-45.9,0.9,-3.2,45.9,half-profile,0.8407
105-03.jpg,105,3,ok,-30.43,2.46,-3.72,30.43,half-profile,0.8803
105-04.jpg,105,4,ok,-21.44,3.82,-4.77,21.44,half-profile,0.874
105-05.jpg,105,5,ok,-8.87,2.81,-4.21,8.87,frontal,0.9042
105-06.jpg,105,6,ok,8.34,1.9,1.13,8.34,frontal,0.8783
105-07.jpg,105,7,ok,23.02,2.42,1.45,23.02,half-profile,0.8683
105-08.jpg,105,8,ok,28.85,1.58,3.02,28.85,half-profile,0.8798
105-09.jpg,105,9,ok,39.86,-0.36,1.41,39.86,half-profile,0.863
105-10.jpg,105,10,ok,70.16,-0.48,2.49,70.16,profile,0.8106
105-11.jpg,105,11,ok,7.33,0.45,0.3,7.33,frontal,0.8982
105-12.jpg,105,12,ok,5.47,-0.95,2.21,5.47,frontal,0.9074
105-13.jpg,105,13,ok,5.06,-0.01,-0.06,5.06,frontal,0.9095
105-14.jpg,105,14,ok,2.74,-1.42,-0.56,2.74,frontal,0.8916
106-01.jpg,106,1,ok,-75.29,11.96,-18.23,75.29,profile,0.7965
106-02.jpg,106,2,ok,-49.57,-0.85,-3.64,49.57,half-profile,0.8473
106-03.jpg,106,3,ok,-36.78,-1.47,-2.25,36.78,half-profile,0.8683
106-04.jpg,106,4,ok,-24.61,-2.7,-1.54,24.61,half-profile,0.8875
106-05.jpg,106,5,ok,-6.77,-7.36,1.07,6.77,frontal,0.9005
106-06.jpg,106,6,ok,11.37,-5.76,2.64,11.37,frontal,0.8984
106-07.jpg,106,7,ok,26.93,-5.18,2.91,26.93,half-profile,0.8916
106-08.jpg,106,8,ok,42.99,-4.79,3.92,42.99,half-profile,0.8509
106-09.jpg,106,9,ok,47.61,-3.44,5.03,47.61,half-profile,0.8782
106-10.jpg,106,10,ok,70.53,2.95,9.47,70.53,profile,0.8144
106-11.jpg,106,11,ok,6.39,-6.32,3.96,6.39,frontal,0.8972
106-12.jpg,106,12,ok,4.19,-7.02,4.23,4.19,frontal,0.9058
106-13.jpg,106,13,ok,-2.72,-6.64,5.97,2.72,frontal,0.9001
106-14.jpg,106,14,ok,-4.33,-12.42,5.39,4.33,frontal,0.8682
107-01.jpg,107,1,ok,-64.05,-1.43,-3.29,64.05,profile,0.8023
107-02.jpg,107,2,ok,-49.64,-4.71,-1.01,49.64,half-profile,0.8465
107-03.jpg,107,3,ok,-35.86,-4.08,-1.05,35.86,half-profile,0.8642
107-04.jpg,107,4,ok,-29.08,-5.0,-0.17,29.08,half-profile,0.8664
107-05.jpg,107,5,ok,-12.83,-3.39,-0.95,12.83,frontal,0.8995
107-06.jpg,107,6,ok,14.36,-1.36,0.9,14.36,frontal,0.9101
107-07.jpg,107,7,ok,30.14,-2.07,0.79,30.14,half-profile,0.8852
107-08.jpg,107,8,ok,40.57,-0.6,1.43,40.57,half-profile,0.8502
107-09.jpg,107,9,ok,50.8,-2.77,1.78,50.8,half-profile,0.8689
107-10.jpg,107,10,ok,78.83,6.37,11.12,78.83,profile,0.8165
107-11.jpg,107,11,ok,8.17,-2.06,2.51,8.17,frontal,0.9082
107-12.jpg,107,12,ok,7.42,0.16,2.65,7.42,frontal,0.8882
107-13.jpg,107,13,ok,0.99,-0.03,0.17,0.99,frontal,0.8906
107-14.jpg,107,14,no_face,,,,,,
108-01.jpg,108,1,ok,-71.22,5.97,-6.48,71.22,profile,0.8346
108-02.jpg,108,2,ok,-51.27,5.82,-3.32,51.27,half-profile,0.8439
108-03.jpg,108,3,ok,-37.1,5.81,-3.01,37.1,half-profile,0.8555
108-04.jpg,108,4,ok,-29.88,4.67,-1.26,29.88,half-profile,0.8913
108-05.jpg,108,5,ok,-13.29,8.95,-1.58,13.29,frontal,0.8757
108-06.jpg,108,6,ok,17.04,10.19,2.81,17.04,frontal,0.8723
108-07.jpg,108,7,ok,30.07,7.84,3.43,30.07,half-profile,0.8203
108-08.jpg,108,8,ok,38.0,7.88,2.1,38.0,half-profile,0.8348
108-09.jpg,108,9,ok,48.0,7.83,2.46,48.0,half-profile,0.8043
108-10.jpg,108,10,ok,76.82,6.85,6.02,76.82,profile,0.7732
108-11.jpg,108,11,ok,-0.56,6.13,0.66,0.56,frontal,0.8928
108-12.jpg,108,12,ok,-0.79,7.52,0.51,0.79,frontal,0.8468
108-13.jpg,108,13,ok,-2.61,6.96,-0.45,2.61,frontal,0.8459
108-14.jpg,108,14,no_face,,,,,,
109-01.jpg,109,1,ok,-59.29,7.52,-9.76,59.29,half-profile,0.8813
109-02.jpg,109,2,ok,-38.2,-0.96,-1.49,38.2,half-profile,0.9108
109-03.jpg,109,3,ok,-26.53,-1.23,-0.66,26.53,half-profile,0.8927
109-04.jpg,109,4,ok,-26.39,-0.26,-0.6,26.39,half-profile,0.893
109-05.jpg,109,5,ok,-9.28,0.41,-1.15,9.28,frontal,0.9146
109-06.jpg,109,6,ok,15.61,-0.18,0.34,15.61,frontal,0.896
109-07.jpg,109,7,ok,30.58,0.29,0.21,30.58,half-profile,0.8966
109-08.jpg,109,8,ok,39.35,1.07,-0.11,39.35,half-profile,0.888
